"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Eastern Mediterranean","Morocco","Male","45.4 [27.9-61.7]","45.40000","27.90000","61.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Eastern Mediterranean","Oman","Male","14.8 [11.1-19.5]","14.80000","11.10000","19.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Eastern Mediterranean","Pakistan","Male","40.2 [29.4-50.7]","40.20000","29.40000","50.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Eastern Mediterranean","Bahrain","Female","9.0 [4.2-14.9]","9.00000","4.20000","14.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Eastern Mediterranean","Egypt","Female","0.4 [0.3-0.6]","0.40000","0.30000","0.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Eastern Mediterranean","Egypt","Female","0.2 [0.1-0.3]","0.20000","0.10000","0.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Eastern Mediterranean","Egypt","Female","0.1 [0.1-0.3]","0.10000","0.10000","0.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Eastern Mediterranean","Jordan","Female","7.7 [4.6-11.0]","7.70000","4.60000","11.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Eastern Mediterranean","Jordan","Female","13.8 [5.9-22.9]","13.80000","5.90000","22.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Eastern Mediterranean","Lebanon","Female","26.2 [19.9-33.9]","26.20000","19.90000","33.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Eastern Mediterranean","Lebanon","Female","28.3 [21.2-35.3]","28.30000","21.20000","35.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Eastern Mediterranean","Morocco","Female","2.8 [1.8-3.9]","2.80000","1.80000","3.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Eastern Mediterranean","Oman","Female","0.9 [0.5-1.4]","0.90000","0.50000","1.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Eastern Mediterranean","Pakistan","Female","3.0 [1.8-4.2]","3.00000","1.80000","4.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Eastern Mediterranean","Pakistan","Female","1.6 [0.7-2.8]","1.60000","0.70000","2.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Eastern Mediterranean","Saudi Arabia","Female","2.9 [1.3-4.5]","2.90000","1.30000","4.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Eastern Mediterranean","Saudi Arabia","Female","2.7 [0.9-4.8]","2.70000","0.90000","4.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Andorra","Male","39.2 [30.2-51.0]","39.20000","30.20000","51.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Armenia","Male","56.7 [46.0-66.0]","56.70000","46.00000","66.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Austria","Male","38.8 [27.1-49.9]","38.80000","27.10000","49.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Austria","Male","35.5 [24.0-49.2]","35.50000","24.00000","49.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Belgium","Male","24.2 [15.0-37.9]","24.20000","15.00000","37.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Belgium","Male","22.2 [11.7-36.1]","22.20000","11.70000","36.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Bulgaria","Male","38.4 [25.6-50.9]","38.40000","25.60000","50.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Bulgaria","Male","34.7 [20.3-50.6]","34.70000","20.30000","50.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Bosnia and Herzegovina","Male","57.7 [43.9-72.6]","57.70000","43.90000","72.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Belarus","Male","51.3 [42.5-60.7]","51.30000","42.50000","60.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Belarus","Male","49.4 [39.5-59.5]","49.40000","39.50000","59.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Switzerland","Male","28.3 [23.8-33.8]","28.30000","23.80000","33.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Czech Republic","Male","38.5 [31.3-45.9]","38.50000","31.30000","45.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Czech Republic","Male","38.0 [31.4-47.1]","38.00000","31.40000","47.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Czech Republic","Male","36.5 [26.3-46.7]","36.50000","26.30000","46.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Estonia","Male","55.3 [44.5-66.6]","55.30000","44.50000","66.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Estonia","Male","45.2 [36.9-54.2]","45.20000","36.90000","54.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Finland","Male","23.2 [18.6-27.6]","23.20000","18.60000","27.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","France","Male","27.7 [18.6-39.1]","27.70000","18.60000","39.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Georgia","Male","56.0 [37.6-78.8]","56.00000","37.60000","78.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Greece","Male","59.3 [40.4-79.3]","59.30000","40.40000","79.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Greece","Male","47.7 [24.1-70.7]","47.70000","24.10000","70.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Croatia","Male","39.4 [30.8-48.4]","39.40000","30.80000","48.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Hungary","Male","34.5 [26.5-42.4]","34.50000","26.50000","42.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Israel","Male","41.2 [27.0-57.6]","41.20000","27.00000","57.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Israel","Male","41.0 [21.8-63.7]","41.00000","21.80000","63.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Italy","Male","32.9 [26.6-38.6]","32.90000","26.60000","38.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Italy","Male","31.2 [26.4-36.6]","31.20000","26.40000","36.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Kazakhstan","Male","52.2 [41.9-62.0]","52.20000","41.90000","62.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Kazakhstan","Male","47.8 [38.2-57.8]","47.80000","38.20000","57.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Kyrgyzstan","Male","51.1 [39.6-64.4]","51.10000","39.60000","64.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Kyrgyzstan","Male","50.2 [39.9-60.2]","50.20000","39.90000","60.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Lithuania","Male","40.5 [32.2-51.8]","40.50000","32.20000","51.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Luxembourg","Male","25.8 [18.9-34.6]","25.80000","18.90000","34.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Republic of Moldova","Male","40.7 [30.9-50.8]","40.70000","30.90000","50.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Republic of Moldova","Male","49.8 [31.5-68.0]","49.80000","31.50000","68.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Norway","Male","25.5 [21.4-30.3]","25.50000","21.40000","30.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Norway","Male","17.9 [14.3-21.7]","17.90000","14.30000","21.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Norway","Male","14.4 [11.3-18.3]","14.40000","11.30000","18.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Poland","Male","26.0 [14.6-37.8]","26.00000","14.60000","37.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Portugal","Male","30.3 [19.5-42.8]","30.30000","19.50000","42.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Romania","Male","52.8 [41.1-67.2]","52.80000","41.10000","67.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Slovakia","Male","40.7 [26.2-57.6]","40.70000","26.20000","57.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Slovakia","Male","37.0 [12.5-64.5]","37.00000","12.50000","64.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Slovenia","Male","18.7 [11.5-28.7]","18.70000","11.50000","28.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Ukraine","Male","60.2 [49.2-72.9]","60.20000","49.20000","72.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Albania","Female","8.7 [6.4-11.5]","8.70000","6.40000","11.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Albania","Female","8.2 [5.7-10.8]","8.20000","5.70000","10.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Europe","Andorra","Female","26.1 [11.6-41.0]","26.10000","11.60000","41.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Azerbaijan","Female","0.5 [0.2-0.9]","0.50000","0.20000","0.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Europe","Belgium","Female","22.7 [15.1-31.2]","22.70000","15.10000","31.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Belgium","Female","20.0 [12.0-28.2]","20.00000","12.00000","28.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Europe","Bulgaria","Female","32.0 [24.8-39.2]","32.00000","24.80000","39.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Europe","Bulgaria","Female","28.2 [20.2-37.0]","28.20000","20.20000","37.00000",""
